date       time    	Air_Temp	Barometric_Press	Dew_Point	Relative_Humidity	Wind_Dir	Wind_Gust	Wind_Speed
2012_01_02 15:31:09	35.5	30.1	29.2	77.4	333	9	4.6
2012_01_02 15:37:25	35.6	30.1	29.2	77.2	333	5	3.2
2012_01_02 15:43:43	35.7	30.1	29	76.4	333	5	1
2012_01_02 15:50:17	35.8	30.1	29.1	76.4	333	5	2
2012_01_02 15:56:34	35.8	30.1	29.1	76.2	333	5	3.2
2012_01_02 16:02:50	35.9	30.1	29.1	76	333	5	0.4
2012_01_02 16:09:06	35.9	30.1	29.2	76.4	333	2	0.2
2012_01_02 16:15:22	35.9	30.1	29	75.6	333	2	0.4
2012_01_02 16:21:38	36	30.2	29	75.4	333	3	0.6
2012_01_02 16:27:54	36.1	30.2	28.8	74.4	333	3	0.4
2012_01_02 16:34:10	36.3	30.2	29.9	77.6	105	6	5
2012_01_02 16:40:26	36.2	30.2	30.1	78.2	107	6	3.4
2012_01_02 16:46:42	36.2	30.2	30.2	78.6	107	6	4.6
2012_01_02 16:52:58	36.2	30.2	30.2	78.6	107	7	5.6
2012_01_02 16:59:14	36.1	30.2	30	78.4	125.8	7	6
2012_01_02 17:10:15	36.2	30.2	30.2	78.6	133.8	8	6.2
2012_01_02 17:16:31	36.3	30.2	30.5	79.2	130.2	8	7.2
2012_01_02 17:22:47	36.3	30.2	30.7	80	135.2	9	8.2
2012_01_02 17:29:02	36.3	30.2	30.7	80	142	11	9.2
2012_01_02 17:35:18	36.2	30.2	30.6	80	146.6	12	9.6
2012_01_02 17:41:34	36.2	30.2	30.8	80.6	139.6	12	10.2
2012_01_02 17:47:50	36.3	30.2	31.2	81.6	141.4	12	8.8
2012_01_02 17:54:06	36.3	30.2	30.9	80.8	153	12	8.4
2012_01_02 18:00:22	36.3	30.2	31.1	81.2	165	12	6.6
2012_01_02 18:06:38	36.1	30.2	30.1	78.4	172	8	4
2012_01_02 18:12:54	36.2	30.2	30.8	80.8	254.6	10	7.2
2012_01_02 18:19:10	36.4	30.2	31	80.6	272.8	10	7
2012_01_02 18:25:26	36.6	30.2	30.8	79.4	272	10	6
2012_01_02 18:31:42	36.5	30.2	30.8	79.6	28.4	10	3.8
2012_01_02 18:37:58	36.4	30.2	30.9	80.2	41	6	2
2012_01_02 18:44:15	36.3	30.2	30.8	80.2	42	6	1.6
2012_01_02 18:50:31	36.3	30.2	30.7	80.2	65.8	8	4.6
2012_01_02 18:56:47	36.4	30.2	31.4	82.2	86.8	8	5.2
2012_01_02 19:03:03	36.2	30.2	31	81.4	86	8	3.4
2012_01_02 19:09:20	36.1	30.2	30.5	80	86	4	0.8
2012_01_02 19:15:35	36.1	30.2	30.8	81	86	4	0
2012_01_02 19:21:51	36.1	30.2	30.8	80.8	86	4	0
2012_01_02 19:28:08	36.2	30.2	30.8	80.8	86	4	0.2
2012_01_02 19:34:24	36.2	30.2	30.8	80.6	86	4	0.4
2012_01_02 19:40:41	36.3	30.2	30.6	79.8	86	2	0
2012_01_02 19:47:12	36.4	30.2	30.8	79.8	86	3	0.8
2012_01_02 19:53:30	36.5	30.2	30.9	80	86.2	3	1.2
2012_01_02 19:59:46	36.5	30.2	31.1	80.6	86	4	2.4
2012_01_02 20:06:02	36.6	30.2	31.5	81.8	86	5	3.6
2012_01_02 20:12:18	36.7	30.2	31.6	81.6	86	5	1.8
2012_01_02 20:18:34	36.6	30.2	31.6	82	86	5	1
2012_01_02 20:24:51	36.5	30.2	31.5	82	86	5	1.2
2012_01_02 20:31:07	36.5	30.2	31.5	82	86	5	2.8
2012_01_02 20:37:23	36.7	30.2	31.6	81.6	85.8	5	2.4
2012_01_02 20:43:39	36.7	30.2	31.3	80.4	85	6	3
2012_01_02 20:49:55	36.8	30.2	31.5	81	51	8	1.4
2012_01_02 20:56:12	36.8	30.2	31.1	79.6	51.4	8	1.8
2012_01_02 21:02:28	36.9	30.2	31.4	80.4	88	8	2.2
2012_01_02 21:08:44	36.9	30.2	31.6	81	88	4	1.2
2012_01_02 21:15:00	36.9	30.2	31.9	82	88	4	1.2
2012_01_02 21:21:18	36.9	30.2	31.8	81.8	88	4	0.4
2012_01_02 21:27:34	36.9	30.2	31.9	82	88	4	0
2012_01_02 21:33:50	37	30.2	32.1	82.4	88	4	1.2
2012_01_02 21:40:06	37	30.2	32	82	88	4	1
2012_01_02 21:46:23	37	30.2	31.8	81.4	87.6	5	2.6
2012_01_02 21:52:41	37.2	30.2	31.9	81	348	7	3.4
2012_01_02 21:58:57	37.3	30.2	32.2	81.6	348	7	1
2012_01_02 22:05:14	37.3	30.2	32.3	82	324.8	7	3
2012_01_02 22:11:31	37.4	30.2	32.5	82.2	311	7	1.4
2012_01_02 22:17:47	37.4	30.2	32.5	82.2	311	7	0.8
2012_01_02 22:24:03	37.5	30.2	32.8	83	147.6	7	3
2012_01_02 22:30:20	37.6	30.2	32.8	82.8	155.4	7	4.4
2012_01_02 22:36:36	37.6	30.2	32.7	82.2	168.4	8	2.8
2012_01_02 22:42:53	37.6	30.2	32.7	82.2	177.4	8	3
2012_01_02 22:49:09	37.6	30.2	32.5	81.6	176	8	1
2012_01_02 22:55:25	37.6	30.2	32.4	81.4	176	8	2
2012_01_02 23:01:41	37.6	30.2	32.7	82.2	101.2	8	2.4
2012_01_02 23:07:57	37.7	30.2	33	83	35.4	8	4.2
2012_01_02 23:14:14	38.6	30.2	33.6	82.2	66.2	13	6.2
2012_01_02 23:20:30	41.9	30.2	34.9	76.2	147.8	28	13.4
2012_01_02 23:26:47	43.2	30.2	34.8	72	125.8	38	20.8
2012_01_02 23:33:03	44.6	30.3	35.1	69	151.2	69	20.6
2012_01_02 23:39:21	44.9	30.3	34.5	66.8	172.4	45	25.4
2012_01_02 23:45:43	45.6	30.3	34.7	65.4	195.8	46	32.2
2012_01_02 23:51:59	46	30.3	34.6	64.4	185	50	29
2012_01_02 23:58:15	46	30.3	35	65.4	187.4	50	26.4
2012_01_03 00:04:32	45.7	30.3	35	66	186.8	50	24.8
2012_01_03 00:10:47	45.5	30.3	35.4	67.4	179.8	46	31.8
2012_01_03 00:17:04	45.5	30.3	35.5	67.6	177.4	46	30.4
2012_01_03 00:23:20	45.5	30.3	35.5	67.8	166	46	22.6
2012_01_03 00:29:35	45.4	30.3	35.1	67	152.8	46	25.2
2012_01_03 00:35:51	45.4	30.3	35	66.8	171.6	39	20
2012_01_03 00:42:06	45.1	30.3	34.9	67.2	171	43	24.2
2012_01_03 00:48:22	44.9	30.3	34.6	67	168.6	43	30
2012_01_03 00:54:37	44.7	30.3	34.4	66.8	201.6	43	24.2
2012_01_03 01:00:52	44.7	30.3	34.3	66.6	167	43	22.2
2012_01_03 01:07:08	44.6	30.3	34.2	66.8	184.8	48	18.8
2012_01_03 01:13:23	44.6	30.3	34.4	67.4	187	48	16.4
2012_01_03 01:19:39	44.5	30.3	34.3	67.2	200.2	61	23.6
2012_01_03 01:25:54	44.4	30.3	34.2	67.4	189.2	61	11.4
2012_01_03 01:32:09	44.5	30.3	34.4	67.6	171.2	61	16.8
2012_01_03 01:38:25	44.3	30.3	34.5	68.2	175	42	15.8
2012_01_03 01:44:41	44.4	30.3	34.6	68.2	150	42	14.8
2012_01_03 01:50:56	44.3	30.3	34.6	68.6	173	43	20.8
2012_01_03 01:57:12	44.1	30.3	35.1	70.4	173.6	43	20.8
2012_01_03 02:03:28	44	30.3	35	70.4	170.6	45	24.2
2012_01_03 02:09:43	43.9	30.3	34.9	70.6	178	45	20
2012_01_03 02:15:58	43.8	30.3	34.9	70.8	169.8	45	22.8
2012_01_03 02:22:14	43.8	30.3	34.8	70.4	195.6	45	18.8
2012_01_03 02:28:29	44	30.3	35.1	70.8	193	45	18.6
2012_01_03 02:34:44	44	30.3	35.2	70.8	176.4	45	16
2012_01_03 02:41:00	44	30.3	35.2	70.8	196.8	32	16.8
2012_01_03 02:47:15	43.8	30.3	35.2	71.4	186	32	16
2012_01_03 02:53:30	43.8	30.3	35.2	71.4	192	32	15.4
2012_01_03 02:59:46	43.9	30.3	35.2	71.2	187.8	32	16
2012_01_03 03:06:01	43.8	30.3	35.4	71.8	176.2	25	18
2012_01_03 03:12:17	44	30.4	35.3	71.2	182	27	18
2012_01_03 03:18:32	44	30.4	35.4	71.6	171.2	27	16.8
2012_01_03 03:24:47	43.3	30.4	35.9	74.8	164.6	27	16.8
2012_01_03 03:31:02	43.5	30.4	35.3	72.8	196.4	27	20.2
2012_01_03 03:37:24	43.9	30.4	35.2	71.2	196	23	16
2012_01_03 03:43:56	44	30.4	35.5	72	187.2	23	16
2012_01_03 03:50:13	43.7	30.4	35.5	72.6	195	23	17.4
2012_01_03 03:56:29	43.6	30.4	35.3	72.4	192.2	24	18
2012_01_03 04:10:14	43.6	30.4	34.7	70.6	198.4	35	17.8
2012_01_03 04:16:29	43.5	30.4	35	71.8	170.8	35	19.8
2012_01_03 04:22:44	43.4	30.4	34.7	71.2	182.2	35	14
2012_01_03 04:28:59	43.4	30.4	34.6	71	193	35	18
2012_01_03 04:35:15	43.3	30.4	34.5	70.8	187	31	13.8
2012_01_03 04:41:30	43.3	30.4	34.7	71.4	191.6	31	16
2012_01_03 04:47:45	43.2	30.4	34.5	71.2	193.2	35	16.6
2012_01_03 04:54:00	43.2	30.4	34.6	71.6	170.6	35	17
2012_01_03 05:00:16	43.2	30.4	34.4	70.8	192.8	35	15.2
2012_01_03 05:06:31	43.3	30.4	34.7	71.6	186.2	22	15.2
2012_01_03 05:12:47	43.2	30.4	34.4	71	196.6	30	13.6
2012_01_03 05:19:02	43.3	30.4	34.5	71	205.4	30	17
2012_01_03 05:25:18	43.2	30.4	34.3	70.4	190	30	11.2
2012_01_03 05:31:34	43.3	30.4	34.4	70.8	219.4	30	14.4
2012_01_03 05:37:49	43.3	30.4	34.4	70.6	166.8	24	10.8
2012_01_03 05:44:05	42.2	30.4	34.7	74.4	196.4	24	9
2012_01_03 05:50:21	42.9	30.4	34.9	73.2	138.2	24	5.8
2012_01_03 05:56:37	42.2	30.4	35.3	76.4	135.6	24	10.4
2012_01_03 06:02:52	41	30.4	35.9	82	121	24	10.4
2012_01_03 06:09:08	40.3	30.4	35.6	83	123.8	13	10.2
2012_01_03 06:15:24	40.1	30.4	35.7	83.8	125.4	13	8
2012_01_03 06:21:39	40	30.4	35.8	84.4	154.6	13	9.8
2012_01_03 06:27:53	40.2	30.4	35.7	83.6	159	13	8.2
2012_01_03 06:34:07	40.1	30.4	35.4	83.2	140.8	13	9.2
2012_01_03 06:40:20	39.8	30.4	35.5	84.2	146.2	12	8
2012_01_03 06:46:34	39.8	30.4	35.5	84.4	174.8	12	7.2
2012_01_03 06:52:47	39.8	30.4	35.7	85	183.8	12	7.8
2012_01_03 06:59:15	39.8	30.4	35.2	83.4	148.4	17	13.4
2012_01_03 07:05:34	39.6	30.4	35.2	84	160.4	14	10.4
2012_01_03 07:11:48	39.5	30.4	35.4	85	165.4	14	10.4
2012_01_03 07:18:01	39.5	30.4	35.2	84.4	154.4	14	8.6
2012_01_03 07:24:15	39.6	30.4	35.3	84.4	159	14	8.8
2012_01_03 07:30:29	39.6	30.4	35.5	85	159	14	7.2
2012_01_03 07:36:43	39.4	30.4	35.5	85.8	159	9	6.4
2012_01_03 07:42:56	39.2	30.4	35.4	86	159	9	5
2012_01_03 07:49:11	39	30.4	35.2	86	159	9	4
2012_01_03 07:55:24	38.9	30.4	35	85.8	159	9	0.6
2012_01_03 08:01:38	38.7	30.4	34.6	84.8	159	9	0
2012_01_03 08:07:52	38.6	30.4	34.5	85	159	7	1.2
2012_01_03 08:14:06	39	30.4	35.5	86.8	127.6	12	7.8
2012_01_03 08:20:20	39.5	30.4	35.5	85.6	128	12	6
2012_01_03 08:26:33	39.7	30.4	35.8	85.4	129.6	12	7.4
2012_01_03 08:32:47	39.2	30.4	35.1	85.2	132	12	7
2012_01_03 08:39:01	39.1	30.4	35	85	132	11	0
2012_01_03 08:45:15	39.5	30.4	35.2	84.2	132	11	1.2
2012_01_03 08:51:28	39.5	30.4	35.1	84	132	11	1.4
2012_01_03 08:57:42	39.5	30.4	35.2	84.4	132	11	2.8
2012_01_03 09:03:55	39.6	30.4	35.3	84.6	132	11	1.6
2012_01_03 09:10:09	39.7	30.5	35.5	84.6	132	5	1
2012_01_03 09:16:23	40.1	30.5	36	84.8	132	5	0.8
2012_01_03 09:22:37	40.6	30.5	36.1	83.6	132	5	0
2012_01_03 09:28:50	40.7	30.5	36	83.2	130.4	8	4.2
2012_01_03 09:35:04	40.4	30.5	36.1	84.2	115.2	9	6.4
2012_01_03 09:41:18	40	30.5	35.8	84.6	105	9	7
2012_01_03 09:47:32	40.1	30.5	36.3	85.8	105	9	3.4
2012_01_03 09:53:45	40.3	30.5	35.9	83.8	105	9	2.2
2012_01_03 09:59:59	40.1	30.5	35.7	84	104.2	9	3.8
2012_01_03 10:12:28	40.2	30.5	35.8	84	101	6	4.4
2012_01_03 10:18:42	39.8	30.5	35.8	85.4	101	6	4.2
2012_01_03 10:24:56	39.9	30.5	36.2	86.4	101	6	0.2
2012_01_03 10:31:10	40	30.5	36.2	85.8	101	6	0
2012_01_03 10:43:38	40.1	30.4	36.2	85.6	101	5	1.8
2012_01_03 10:49:58	40.5	30.4	36.6	85.6	101	5	4.2
2012_01_03 10:56:18	40.7	30.4	35.9	82.8	101	6	4.2
2012_01_03 11:02:32	40.8	30.4	35.8	82.2	101	6	1.2
2012_01_03 11:08:46	41.2	30.4	36.1	82	101	5	2.4
2012_01_03 11:15:00	41.3	30.4	36.3	82.4	101	7	5.4
2012_01_03 11:21:15	41.1	30.4	36.2	82.6	101	7	4
2012_01_03 11:27:28	41.2	30.4	36.3	82.4	101	7	1
2012_01_03 11:33:42	41.3	30.4	36.2	82	101	7	0.8
2012_01_03 11:39:56	40.5	30.4	35.9	83.4	101	5	2.8
2012_01_03 11:46:10	40	30.4	36	85.6	101	6	4.8
2012_01_03 11:52:23	39.8	30.4	36.2	86.8	101	6	5
2012_01_03 11:58:36	39.8	30.4	36.3	87	101	6	3.4
2012_01_03 12:04:50	39.9	30.4	36	85.8	101	6	3.6
2012_01_03 12:11:06	39.9	30.4	36.2	86.2	101	5	0.4
2012_01_03 12:17:20	39.9	30.4	35.8	85	101	5	0
2012_01_03 12:23:34	40	30.4	35.9	85.2	101	5	0.2
2012_01_03 12:29:48	40	30.4	35.9	85	101	5	1.8
2012_01_03 12:36:01	39.9	30.4	35.8	85	101	5	3.6
2012_01_03 12:42:16	39.9	30.4	35.9	85.2	101	5	3.6
2012_01_03 12:48:30	39.9	30.4	35.9	85.2	101	6	4.6
2012_01_03 12:54:43	39.9	30.4	36.1	86	101	6	4.4
2012_01_03 13:00:58	39.8	30.4	36	86	101	6	4.4
2012_01_03 13:07:12	39.8	30.4	36	86	101	5	3.6
2012_01_03 13:13:26	39.8	30.4	36	86	101	5	1.6
2012_01_03 13:19:39	39.8	30.4	36	86	101	5	0.2
2012_01_03 13:25:53	39.8	30.4	36	86	101	5	4
2012_01_03 13:32:07	39.8	30.4	36	86	101	5	0
2012_01_03 13:38:21	39.8	30.4	36	86	101	4	1.6
2012_01_03 13:44:35	39.9	30.4	36.4	87	101	4	2
2012_01_03 13:50:48	39.8	30.4	36.3	86.8	101	4	1.8
2012_01_03 13:57:02	39.9	30.4	36.3	86.6	101	4	0.4
2012_01_03 14:03:17	39.9	30.4	36.3	86.8	101	4	2
2012_01_03 14:09:31	39.9	30.4	36.4	87	101	4	2.6
2012_01_03 14:15:44	39.9	30.4	36.4	87	101	6	3.6
2012_01_03 14:21:58	39.9	30.4	36.4	87	101	6	5.4
2012_01_03 14:28:12	39.9	30.4	36.4	87	101	6	4.8
2012_01_03 14:34:27	39.9	30.4	36.4	87	101	6	4.6
2012_01_03 14:40:49	40	30.4	36.2	86.2	101	6	5
2012_01_03 14:47:11	40	30.4	36.4	86.4	101	6	5.4
2012_01_03 14:53:25	40.1	30.4	36.5	87	101	6	4
2012_01_03 14:59:40	40.2	30.4	36.5	86.6	101	6	2.8
2012_01_03 15:24:41	40.1	30.4	36.4	86.2	101	4	2.4
2012_01_03 15:30:56	40.2	30.4	36.4	86.2	101	4	1.4
2012_01_03 15:37:10	40.2	30.4	36.4	86	101	5	1.2
2012_01_03 15:43:25	40.3	30.4	36.5	86	101	5	3.8
2012_01_03 15:49:39	40.5	30.4	36.6	85.8	101	5	4.2
2012_01_03 15:55:54	40.4	30.4	36.4	85.4	101	5	0.2
2012_01_03 16:02:09	40.4	30.4	36.6	86	101	5	0
2012_01_03 16:14:38	40.4	30.4	36.8	87	101	5	1.2
2012_01_03 16:20:52	40.4	30.4	37.1	88	101	5	0.2
2012_01_03 16:27:08	40.3	30.4	37.3	89	101	5	0
2012_01_03 16:33:24	40.2	30.4	37.2	89	101	5	0
2012_01_03 16:58:25	40	30.4	37.1	89.6	101	4	0.8
2012_01_03 17:16:31	39.8	30.4	37.4	91	101	1	0.2
2012_01_03 17:22:47	39.7	30.4	37.5	91.8	101	2	0.2
2012_01_03 17:29:03	39.5	30.4	37.4	92	101	2	0.2
2012_01_03 17:35:21	39.4	30.4	37.3	92	101	2	0.4
2012_01_03 17:41:37	39.4	30.4	37.3	92.2	101	2	1.4
2012_01_03 17:47:53	39.4	30.4	37.3	92	101	2	0.4
2012_01_03 17:54:22	39.4	30.4	37.3	92	101	5	3.8
2012_01_03 18:03:14	39.4	30.4	37.3	92	101	5	4.2
2012_01_03 18:11:19	39.6	30.4	37.5	92	101	5	0.6
2012_01_03 18:17:35	39.5	30.4	37.6	93	101	5	0.2
2012_01_03 18:23:51	39.4	30.4	37.5	93	101	5	0.6
2012_01_03 18:30:08	39.2	30.4	37.4	93	101	5	0
2012_01_03 18:36:28	39	30.4	37.1	92.6	101	1	0.2
2012_01_03 18:42:45	39	30.4	37.2	93	101	2	1.4
2012_01_03 18:49:23	39.1	30.4	37.3	93	101	2	0
2012_01_03 18:55:41	39.1	30.4	37.2	92.8	101	2	0
2012_01_03 19:01:58	39.1	30.4	37	92	101	2	0
2012_01_03 19:27:07	39.2	30.4	37	91.8	101	4	1.8
2012_01_03 19:33:23	39.1	30.4	37	92	101	5	2.6
2012_01_03 19:39:39	38.9	30.4	36.8	92	101	6	4.2
2012_01_03 19:45:56	38.8	30.4	36.7	92	101	6	0.2
2012_01_03 19:52:13	38.7	30.4	36.6	92	101	6	0
2012_01_03 19:58:30	38.7	30.4	36.6	92	101	6	0
2012_01_03 20:04:47	38.7	30.4	36.6	92	101	6	0
2012_01_03 20:11:03	38.8	30.4	37	93	101	2	1
2012_01_03 20:17:20	39.1	30.4	37.1	92.6	101	4	2.2
2012_01_03 20:23:37	39.2	30.4	37.4	93	101	4	2
2012_01_03 20:29:53	39.3	30.4	37.4	93	101	4	0
2012_01_03 20:36:12	39.3	30.4	37.4	93	101	5	3
2012_01_03 20:42:28	39.4	30.4	37.5	93	101	5	1.4
2012_01_03 20:48:44	39.4	30.4	37.5	93	101	5	0
2012_01_03 20:55:01	39.4	30.4	37.5	93	101	9	4.2
2012_01_03 21:01:18	39.6	30.4	37.5	91.8	142.4	14	10.2
2012_01_03 21:07:34	39.9	30.4	37.2	89.8	137.8	14	12.4
2012_01_03 21:13:51	40.3	30.4	37	88	137.2	17	14
2012_01_03 21:20:08	40.6	30.4	36.8	86.6	132.6	17	13.6
2012_01_03 21:26:25	40.9	30.4	36.8	85.6	134	17	11
2012_01_03 21:32:41	40.6	30.4	37.1	87.4	121.4	17	5.6
2012_01_03 21:38:57	40.1	30.4	36.8	88	121	7	3.2
2012_01_03 21:45:14	39.8	30.4	36.8	89	121	7	0.4
2012_01_03 21:51:31	39.9	30.4	37.2	89.8	95.6	11	6.8
2012_01_03 21:57:48	39.6	30.4	36.4	88.2	82	12	1.6
2012_01_03 22:04:06	39.3	30.4	36.6	89.8	82	12	3.8
2012_01_03 22:10:22	39.2	30.4	36.5	90	90.6	9	6
2012_01_03 22:16:39	39.2	30.4	36.5	90	118.4	12	11.4
2012_01_03 22:22:56	39.3	30.4	36.7	90.2	116.8	12	7
2012_01_03 22:29:13	39.8	30.4	37	89.8	141.2	12	5
2012_01_03 22:35:31	39.8	30.4	37.1	90	246.6	7	5.8
2012_01_03 22:41:47	39.9	30.4	37.1	89.8	248	7	4.2
2012_01_03 22:48:06	40	30.4	37.2	89.6	250.2	7	5.4
2012_01_03 22:54:44	40	30.4	37.1	89.4	259.2	7	5.2
2012_01_03 23:01:00	39.8	30.4	37.1	90	309	7	4.2
2012_01_03 23:07:17	39.7	30.4	37	90	309	5	2
2012_01_03 23:13:34	39.6	30.4	36.9	90	309	5	0
2012_01_03 23:19:51	39.5	30.4	36.7	89.6	309	5	0
2012_01_03 23:26:10	39.5	30.4	36.8	90	309	5	0.8
2012_01_03 23:32:27	39.7	30.4	37.3	91	309	5	0
2012_01_03 23:45:00	39.7	30.4	37	90	309	5	1.6
2012_01_03 23:51:22	39.6	30.4	36.7	89.4	309	5	3.8
2012_01_03 23:57:39	39.6	30.4	36.6	89	309	6	4.4
2012_01_04 00:03:55	39.6	30.4	36.6	89	309	6	2.4
2012_01_04 00:10:11	39.6	30.4	36.6	89	309	3	0.4
2012_01_04 00:16:27	39.6	30.4	36.6	89	309	3	0
2012_01_04 00:22:43	39.5	30.4	36.5	89	309	3	0
2012_01_04 00:28:58	39.4	30.4	36.6	89.6	309	3	0
2012_01_04 00:47:46	39.2	30.4	36.6	90.4	186.8	8	5.6
2012_01_04 00:54:02	39.2	30.4	36.8	91	111	8	5.2
2012_01_04 01:00:18	39.2	30.4	36.7	90.6	111	8	3
2012_01_04 01:06:35	39.2	30.4	36.5	90	111	5	3.6
2012_01_04 01:12:51	39.3	30.4	36.6	90	112.8	8	6
2012_01_04 01:19:07	39.4	30.4	36.7	90	119.4	8	6.2
2012_01_04 01:25:23	39.4	30.4	36.5	89.4	126	8	4.2
2012_01_04 01:31:38	39.3	30.4	36.3	89	126	8	4.8
2012_01_04 01:37:54	39.3	30.4	36.3	89	126	6	0.8
2012_01_04 01:44:11	39.1	30.4	36.1	89	126	6	0.4
2012_01_04 01:50:26	38.9	30.4	36.2	89.8	110.4	11	8.2
2012_01_04 01:56:42	38.9	30.4	36.2	90	98.2	11	8.2
2012_01_04 02:02:58	38.6	30.4	35.9	90	98	11	7.2
2012_01_04 02:09:14	38.5	30.4	36	90.6	112.6	8	6.2
2012_01_04 02:15:30	38.5	30.4	35.8	90	129	8	5.8
2012_01_04 02:21:47	38.5	30.4	35.8	90	125.2	8	5
2012_01_04 02:28:12	38.4	30.4	35.8	90.4	119.2	8	5
2012_01_04 02:34:27	38.2	30.4	35.6	90.4	99.4	8	3.6
2012_01_04 02:40:43	37.9	30.4	35.4	90.8	99.6	5	4.6
2012_01_04 02:46:59	37.7	30.4	35.5	91.6	100	5	4.6
2012_01_04 02:53:16	37.8	30.4	35.9	92.6	100	6	4.4
2012_01_04 02:59:32	38	30.4	35.9	92.2	100	7	5.6
2012_01_04 03:05:48	38	30.4	35.8	91.8	100	7	5.8
2012_01_04 03:12:03	37.9	30.4	35.5	91	100.2	7	3.6
2012_01_04 03:18:20	37.9	30.4	35.5	91	99.6	7	3.6
2012_01_04 03:24:36	37.9	30.4	35.5	91	99.8	7	3.8
2012_01_04 03:30:52	37.9	30.4	35.7	91.6	99.6	7	3.8
2012_01_04 03:37:08	37.7	30.4	35.6	92	85.8	5	3.8
2012_01_04 03:43:24	37.5	30.4	35.4	92	86	5	2.6
2012_01_04 03:49:40	37.4	30.4	35.6	93	86	5	2
2012_01_04 03:55:56	37.4	30.4	35.6	93	86	5	2.2
2012_01_04 04:10:15	37.4	30.4	35.6	93	86	3	1.2
2012_01_04 04:16:31	37.3	30.4	35.5	93	86	3	1.4
2012_01_04 04:22:47	37.1	30.4	35.3	93	86	3	2.2
2012_01_04 04:29:03	37	30.4	35.2	93	86	3	2
2012_01_04 04:35:20	37	30.3	35.2	93	86	4	2.8
2012_01_04 04:41:36	36.8	30.3	35	93	86	4	1.4
2012_01_04 04:47:52	36.7	30.3	34.9	93	86	4	0.6
2012_01_04 04:54:08	36.7	30.3	35.1	94	86	4	1.8
2012_01_04 05:00:24	36.7	30.3	35.1	94	86	4	1.4
2012_01_04 05:06:40	36.9	30.3	35.3	94	86	3	2.4
2012_01_04 05:12:56	36.9	30.4	35.3	94	86	4	2.6
2012_01_04 05:19:13	36.9	30.4	35.3	94	87.2	6	4.6
2012_01_04 05:25:29	37	30.4	35.3	93.6	112.6	7	5.6
2012_01_04 05:31:45	37.1	30.4	35.3	93	148	7	3.2
2012_01_04 05:38:01	37.1	30.4	35.3	93	148	4	2
2012_01_04 05:44:18	37.3	30.4	35.5	93	148	5	2.6
2012_01_04 05:50:34	37.5	30.4	35.7	92.8	146.6	7	5.4
2012_01_04 05:56:51	37.9	30.4	35.9	92.4	135.8	7	6.2
2012_01_04 06:04:08	38.2	30.4	35.9	91.4	140.2	8	6.2
2012_01_04 06:10:46	38	30.4	35.6	91	141	8	4.6
2012_01_04 06:17:03	38	30.4	35.4	90.6	140	8	4.4
2012_01_04 06:23:20	37.8	30.4	35.4	91	130.8	8	3.8
2012_01_04 06:29:36	37.7	30.4	35.3	91	128	8	0.8
2012_01_04 06:35:52	37.5	30.4	35.4	92	128	4	2
2012_01_04 06:42:09	37.3	30.4	35.2	92	65	5	3.4
2012_01_04 06:48:25	37.3	30.4	35.2	92	65	5	4
2012_01_04 06:54:42	37.2	30.4	35.2	92.4	65	5	2.4
2012_01_04 07:00:58	37.3	30.4	35.5	93	65	5	0
2012_01_04 07:44:50	37.9	30.4	35.8	92	65	3	1.2
2012_01_04 07:51:06	38	30.4	36.1	92.6	65	3	0
2012_01_04 07:57:21	38	30.4	35.9	92	65	3	0
2012_01_04 08:03:37	37.9	30.4	35.8	92	65	3	1.6
2012_01_04 08:09:53	37.9	30.3	36.1	93	65	3	0.8
2012_01_04 08:16:09	38	30.4	36.2	93	40	4	3.2
2012_01_04 08:22:25	38.2	30.4	36.3	92.6	355	5	3.2
2012_01_04 08:28:40	38.4	30.4	36.4	92.4	355	5	1.8
2012_01_04 08:34:56	38.7	30.4	36.6	92	355	5	0
2012_01_04 08:53:42	39.1	30.4	36.7	91	355	2	0.4
2012_01_04 08:59:58	39.8	30.4	37.3	90.6	355	2	0
2012_01_04 09:06:15	40.6	30.4	37.5	88.6	355	1	0
2012_01_04 09:12:31	41.2	30.4	37.7	87.6	118	5	3.6
2012_01_04 09:18:47	41.5	30.3	37.8	86.4	93.6	7	5.6
2012_01_04 09:25:02	41.2	30.3	37.3	86	113.6	7	4.6
2012_01_04 09:31:22	41.1	30.3	37.2	86	138	7	2
2012_01_04 09:37:54	41.5	30.3	37.4	85.4	138	4	0.4
2012_01_04 09:44:13	41.9	30.3	37.5	84.6	138	4	0
2012_01_04 09:50:28	41.7	30.3	37.2	84	138	4	0
2012_01_04 09:56:44	40.9	30.3	36.7	85	138	4	0.8
2012_01_04 10:03:00	40.5	30.3	36.8	86.8	137.6	5	3.4
2012_01_04 10:09:14	40.6	30.3	36.8	86.4	135	5	4.2
2012_01_04 10:15:30	40.5	30.3	36.9	87	135	5	3
2012_01_04 10:21:44	40.4	30.3	36.7	86.6	147.6	6	3.6
2012_01_04 10:27:58	40.6	30.3	37	87	148	6	3.4
2012_01_04 10:34:13	40.7	30.3	37.1	87	148	6	2.6
2012_01_04 10:40:27	41.2	30.3	37.5	86.4	148	5	0.4
2012_01_04 10:46:42	41.6	30.3	37.3	84.8	148	5	0
2012_01_04 10:52:56	41	30.3	36.8	85	148	5	0
2012_01_04 10:59:10	40.5	30.3	36.7	86.4	148	5	1
2012_01_04 11:05:25	40	30.3	36.6	87.8	148	2	0.6
